gold_file,pred_file,primary_acc,ml_micro_prec,ml_micro_rec,ml_micro_f1,trend_gold_micro_acc,segments_micro_f1,boundary_f1,intent_acc
book_1_annotated.json,book_1_WHOLE_normalized.json,0.7,0.6666666666666666,0.7666666666666667,0.7131782945736433,0.6,0.5454545454545454,0.7272727272727272,0.55
__AVERAGE__,__AVERAGE__,0.7,0.6666666666666666,0.7666666666666667,0.7131782945736433,0.6,0.5454545454545454,0.7272727272727272,0.55
