gold_file,pred_file,primary_acc,ml_micro_prec,ml_micro_rec,ml_micro_f1,trend_gold_micro_acc,segments_micro_f1,boundary_f1,intent_acc
book_1_annotated.json,book_1_WHOLE_normalized.json,0.7,0.654320987654321,0.8833333333333333,0.75177304964539,0.6,0.9090909090909091,0.7272727272727272,0.75
__AVERAGE__,__AVERAGE__,0.7,0.654320987654321,0.8833333333333333,0.75177304964539,0.6,0.9090909090909091,0.7272727272727272,0.75
