gold_file,pred_file,primary_acc,ml_micro_prec,ml_micro_rec,ml_micro_f1,trend_gold_micro_acc,segments_micro_f1,boundary_f1,intent_acc
book_1_annotated.json,book_1_MOSAIC_merged_normalized.json,0.65,0.8125,0.65,0.7222222222222223,0.65,0.8000000000000002,0.6,0.7
__AVERAGE__,__AVERAGE__,0.65,0.8125,0.65,0.7222222222222223,0.65,0.8000000000000002,0.6,0.7
